,Comments,Tokens,Filtered Tokens,Stemmed Filtered Tokens,Lemmatized Filtered Tokens,Afinn Score of Lem,Afinn Overall Score of Lem,Afinn Sentiment,Bing Positive Tokens,Bing Positive count,Bing Negative Tokens,Bing Negative count,Bing Score,Bing Sentiment,Unknown Tokens
72,"settlement dint take place on time and they take atleast 24 hours to even settle normal payments, whereas other players do it immediately or on the same day atleast now even after 24 hours settlement failed, now again need to wait 48 hours door settlement as they have reinitiated it, now don't know when will i receive my money will ignore their portal from now on","['settlement', 'dint', 'take', 'place', 'on', 'time', 'and', 'they', 'take', 'atleast', '24', 'hours', 'to', 'even', 'settle', 'normal', 'payments', 'whereas', 'other', 'players', 'do', 'it', 'immediately', 'or', 'on', 'the', 'same', 'day', 'atleast', 'now', 'even', 'after', '24', 'hours', 'settlement', 'failed', 'now', 'again', 'need', 'to', 'wait', '48', 'hours', 'door', 'settlement', 'as', 'they', 'have', 'reinitiated', 'it', 'now', 'don', 't', 'know', 'when', 'will', 'i', 'receive', 'my', 'money', 'will', 'ignore', 'their', 'portal', 'from', 'now', 'on']","['settlement', 'dint', '24', 'hours', 'settle', 'normal', 'payments', 'players', 'immediately', '24', 'hours', 'settlement', 'failed', 'wait', '48', 'hours', 'door', 'settlement', 'reinitiated', 'receive', 'ignore', 'portal']","['settlement', 'dint', '24', 'hour', 'settl', 'normal', 'payment', 'player', 'immedi', '24', 'hour', 'settlement', 'fail', 'wait', '48', 'hour', 'door', 'settlement', 'reiniti', 'receiv', 'ignor', 'portal']","['settlement', 'dint', '24', 'hours', 'settle', 'normal', 'payments', 'players', 'immediately', '24', 'hours', 'settlement', 'fail', 'wait', '48', 'hours', 'door', 'settlement', 'reinitiated', 'receive', 'ignore', 'portal']","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, -1.0, 0.0]",[0.0],neutral,[],0,"['fail', 'ignore']",2,-2,negative,"['settlement', 'dint', '24', 'hours', 'settle', 'normal', 'payments', 'players', 'immediately', '24', 'hours', 'settlement', 'wait', '48', 'hours', 'door', 'settlement', 'reinitiated', 'receive', 'portal']"
73,last 1 week i have been raising a complaint like otp not receiving while instalation. no proper response and unable to resolve this issue. due to issue i am unable to install the app in my mobile and unable to check the total amout. very poor response.,"['last', '1', 'week', 'i', 'have', 'been', 'raising', 'a', 'complaint', 'like', 'otp', 'not', 'receiving', 'while', 'instalation', 'no', 'proper', 'response', 'and', 'unable', 'to', 'resolve', 'this', 'issue', 'due', 'to', 'issue', 'i', 'am', 'unable', 'to', 'install', 'the', 'app', 'in', 'my', 'mobile', 'and', 'unable', 'to', 'check', 'the', 'total', 'amout', 'very', 'poor', 'response']","['week', 'raising', 'complaint', 'otp', 'receiving', 'instalation', 'proper', 'response', 'unable', 'resolve', 'issue', 'issue', 'unable', 'install', 'mobile', 'unable', 'check', 'amout', 'response']","['week', 'rais', 'complaint', 'otp', 'receiv', 'instal', 'proper', 'respons', 'unabl', 'resolv', 'issu', 'issu', 'unabl', 'instal', 'mobil', 'unabl', 'check', 'amout', 'respons']","['week', 'raise', 'complaint', 'otp', 'receive', 'instalation', 'proper', 'response', 'unable', 'resolve', 'issue', 'issue', 'unable', 'install', 'mobile', 'unable', 'check', 'amout', 'response']","[0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 2.0, 0.0, 0.0, -2.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0]",[-6.0],negative,['proper'],1,"['complaint', 'unable', 'issue', 'issue', 'unable', 'unable']",6,-5,negative,"['week', 'raise', 'otp', 'receive', 'instalation', 'response', 'resolve', 'install', 'mobile', 'check', 'amout', 'response']"
74,"never tend to download this application friends,, it's the perfect waste of yours data & times@the app developers must update the current version,, it's an old tale already about ""slowly & steadily wins the race"" & not such doesn't suits this 21st century...","['never', 'tend', 'to', 'download', 'this', 'application', 'friends', 'it', 's', 'the', 'perfect', 'waste', 'of', 'yours', 'data', 'times', 'the', 'app', 'developers', 'must', 'update', 'the', 'current', 'version', 'it', 's', 'an', 'old', 'tale', 'already', 'about', 'slowly', 'steadily', 'wins', 'the', 'race', 'not', 'such', 'doesn', 't', 'suits', 'this', '21st', 'century']","['tend', 'download', 'application', 'friends', 'perfect', 'data', 'times', 'developers', 'update', 'current', 'version', 'tale', 'slowly', 'steadily', 'wins', 'race', 'suits', '21st', 'century']","['tend', 'download', 'applic', 'friend', 'perfect', 'data', 'time', 'develop', 'updat', 'current', 'version', 'tale', 'slowli', 'steadili', 'win', 'race', 'suit', '21st', 'centuri']","['tend', 'download', 'application', 'friends', 'perfect', 'data', 'time', 'developers', 'update', 'current', 'version', 'tale', 'slowly', 'steadily', 'win', 'race', 'suit', '21st', 'century']","[0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0]",[7.0],positive,"['perfect', 'win']",2,['slowly'],1,1,positive,"['tend', 'download', 'application', 'friends', 'data', 'time', 'developers', 'update', 'current', 'version', 'tale', 'steadily', 'race', 'suit', '21st', 'century']"
75,sir my friend sent me money from account but it came in to bharat pay balance and it is not transferable in to account so what will i do bharat pay balance,"['sir', 'my', 'friend', 'sent', 'me', 'money', 'from', 'account', 'but', 'it', 'came', 'in', 'to', 'bharat', 'pay', 'balance', 'and', 'it', 'is', 'not', 'transferable', 'in', 'to', 'account', 'so', 'what', 'will', 'i', 'do', 'bharat', 'pay', 'balance']","['friend', 'account', 'balance', 'transferable', 'account', 'balance']","['friend', 'account', 'balanc', 'transfer', 'account', 'balanc']","['friend', 'account', 'balance', 'transferable', 'account', 'balance']","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[1.0],positive,[],0,[],0,0,neutral,"['friend', 'account', 'balance', 'transferable', 'account', 'balance']"
76,worst app any day. based on time analysis of our credit score and all they reject and never allow us to re-apply again at all.,"['worst', 'app', 'any', 'day', 'based', 'on', 'time', 'analysis', 'of', 'our', 'credit', 'score', 'and', 'all', 'they', 'reject', 'and', 'never', 'allow', 'us', 'to', 're', 'apply', 'again', 'at', 'all']","['based', 'analysis', 'credit', 'score', 'reject', 'apply']","['base', 'analysi', 'credit', 'score', 'reject', 'appli']","['base', 'analysis', 'credit', 'score', 'reject', 'apply']","[0.0, 0.0, 0.0, 0.0, -1.0, 0.0]",[-1.0],negative,[],0,['reject'],1,-1,negative,"['base', 'analysis', 'credit', 'score', 'apply']"
77,very bad service....app not working properly every month it's showing mi biggest amount this service very bad. i am not satisfied this service...,"['very', 'bad', 'service', 'app', 'not', 'working', 'properly', 'every', 'month', 'it', 's', 'showing', 'mi', 'biggest', 'amount', 'this', 'service', 'very', 'bad', 'i', 'am', 'not', 'satisfied', 'this', 'service']","['service', 'properly', 'month', 'mi', 'biggest', 'amount', 'service', 'satisfied', 'service']","['servic', 'proper', 'month', 'mi', 'biggest', 'amount', 'servic', 'satisfi', 'servic']","['service', 'properly', 'month', 'mi', 'biggest', 'amount', 'service', 'satisfy', 'service']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,"['properly', 'satisfy']",2,[],0,2,positive,"['service', 'month', 'mi', 'biggest', 'amount', 'service', 'service']"
78,i ordered bharat pe xtreme card last 2 month 15 days already done but still not delivery on my address very bed,"['i', 'ordered', 'bharat', 'pe', 'xtreme', 'card', 'last', '2', 'month', '15', 'days', 'already', 'done', 'but', 'still', 'not', 'delivery', 'on', 'my', 'address', 'very', 'bed']","['xtreme', 'card', 'month', 'days', 'delivery', 'address', 'bed']","['xtreme', 'card', 'month', 'day', 'deliveri', 'address', 'bed']","['xtreme', 'card', 'month', 'days', 'delivery', 'address', 'bed']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['xtreme', 'card', 'month', 'days', 'delivery', 'address', 'bed']"
79,very cheap app... everytime i had pay my loan amount on time...but they charged extra amount????? why????? rediculous app...very bad experience,"['very', 'cheap', 'app', 'everytime', 'i', 'had', 'pay', 'my', 'loan', 'amount', 'on', 'time', 'but', 'they', 'charged', 'extra', 'amount', 'why', 'rediculous', 'app', 'very', 'bad', 'experience']","['cheap', 'everytime', 'amount', 'charged', 'extra', 'amount', 'rediculous', 'experience']","['cheap', 'everytim', 'amount', 'charg', 'extra', 'amount', 'redicul', 'experi']","['cheap', 'everytime', 'amount', 'charge', 'extra', 'amount', 'rediculous', 'experience']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,['cheap'],1,-1,negative,"['everytime', 'amount', 'charge', 'extra', 'amount', 'rediculous', 'experience']"
80,mobile number already verified but still asking for it. could not login in app,"['mobile', 'number', 'already', 'verified', 'but', 'still', 'asking', 'for', 'it', 'could', 'not', 'login', 'in', 'app']","['mobile', 'verified', 'login']","['mobil', 'verifi', 'login']","['mobile', 'verify', 'login']","[0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['mobile', 'verify', 'login']"
81,very high interest . for 1000rs you have to pay 1598 for a month.,"['very', 'high', 'interest', 'for', '1000rs', 'you', 'have', 'to', 'pay', '1598', 'for', 'a', 'month']","['interest', '1000rs', '1598', 'month']","['interest', '1000rs', '1598', 'month']","['interest', '1000rs', '1598', 'month']","[1.0, 0.0, 0.0, 0.0]",[1.0],positive,[],0,[],0,0,neutral,"['interest', '1000rs', '1598', 'month']"
82,very slow money send proplem only circle show after some again and again circle,"['very', 'slow', 'money', 'send', 'proplem', 'only', 'circle', 'show', 'after', 'some', 'again', 'and', 'again', 'circle']","['slow', 'send', 'proplem', 'circle', 'circle']","['slow', 'send', 'proplem', 'circl', 'circl']","['slow', 'send', 'proplem', 'circle', 'circle']","[0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,['slow'],1,-1,negative,"['send', 'proplem', 'circle', 'circle']"
83,mene 299 membership bhi de di but loan is not recive bad service,"['mene', '299', 'membership', 'bhi', 'de', 'di', 'but', 'loan', 'is', 'not', 'recive', 'bad', 'service']","['mene', '299', 'membership', 'di', 'recive', 'service']","['mene', '299', 'membership', 'di', 'reciv', 'servic']","['mene', '299', 'membership', 'di', 'recive', 'service']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['mene', '299', 'membership', 'di', 'recive', 'service']"
84,"i am a merchant of india and there are about 400 to 500 shops inside my market and today we have heard that the employee bharat pe of india has not given salary to the company of india, then we have decided from today that everybody we are also shopkeepers, we will not take payment from india and we will buy it.","['i', 'am', 'a', 'merchant', 'of', 'india', 'and', 'there', 'are', 'about', '400', 'to', '500', 'shops', 'inside', 'my', 'market', 'and', 'today', 'we', 'have', 'heard', 'that', 'the', 'employee', 'bharat', 'pe', 'of', 'india', 'has', 'not', 'given', 'salary', 'to', 'the', 'company', 'of', 'india', 'then', 'we', 'have', 'decided', 'from', 'today', 'that', 'everybody', 'we', 'are', 'also', 'shopkeepers', 'we', 'will', 'not', 'take', 'payment', 'from', 'india', 'and', 'we', 'will', 'buy', 'it']","['merchant', 'india', '400', '500', 'shops', 'market', 'heard', 'employee', 'india', 'india', 'decided', 'shopkeepers', 'payment', 'india']","['merchant', 'india', '400', '500', 'shop', 'market', 'heard', 'employe', 'india', 'india', 'decid', 'shopkeep', 'payment', 'india']","['merchant', 'india', '400', '500', 'shop', 'market', 'hear', 'employee', 'india', 'india', 'decide', 'shopkeepers', 'payment', 'india']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['merchant', 'india', '400', '500', 'shop', 'market', 'hear', 'employee', 'india', 'india', 'decide', 'shopkeepers', 'payment', 'india']"
85,"inspite of paying my emi in advance and seeing the transaction in app, they are showing that my emi is not paid. multiple emails and calls but still the same problems. absolutely jarring experience. not recommended.","['inspite', 'of', 'paying', 'my', 'emi', 'in', 'advance', 'and', 'seeing', 'the', 'transaction', 'in', 'app', 'they', 'are', 'showing', 'that', 'my', 'emi', 'is', 'not', 'paid', 'multiple', 'emails', 'and', 'calls', 'but', 'still', 'the', 'same', 'problems', 'absolutely', 'jarring', 'experience', 'not', 'recommended']","['inspite', 'paying', 'emi', 'advance', 'transaction', 'emi', 'paid', 'multiple', 'emails', 'calls', 'jarring', 'experience', 'recommended']","['inspit', 'pay', 'emi', 'advanc', 'transact', 'emi', 'paid', 'multipl', 'email', 'call', 'jar', 'experi', 'recommend']","['inspite', 'pay', 'emi', 'advance', 'transaction', 'emi', 'pay', 'multiple', 'email', 'call', 'jar', 'experience', 'recommend']","[0.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[0.0],neutral,['recommend'],1,[],0,1,positive,"['inspite', 'pay', 'emi', 'advance', 'transaction', 'emi', 'pay', 'multiple', 'email', 'call', 'jar', 'experience']"
86,bhartpe company chor hai apna employee ko salaruy bhi nhi di kaam kra ga so request all merchant to delete the bhartpe app in your phone company was fraud totally,"['bhartpe', 'company', 'chor', 'hai', 'apna', 'employee', 'ko', 'salaruy', 'bhi', 'nhi', 'di', 'kaam', 'kra', 'ga', 'so', 'request', 'all', 'merchant', 'to', 'delete', 'the', 'bhartpe', 'app', 'in', 'your', 'phone', 'company', 'was', 'fraud', 'totally']","['bhartpe', 'chor', 'apna', 'employee', 'salaruy', 'di', 'kaam', 'kra', 'merchant', 'delete', 'bhartpe', 'totally']","['bhartp', 'chor', 'apna', 'employe', 'salaruy', 'di', 'kaam', 'kra', 'merchant', 'delet', 'bhartp', 'total']","['bhartpe', 'chor', 'apna', 'employee', 'salaruy', 'di', 'kaam', 'kra', 'merchant', 'delete', 'bhartpe', 'totally']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['bhartpe', 'chor', 'apna', 'employee', 'salaruy', 'di', 'kaam', 'kra', 'merchant', 'delete', 'bhartpe', 'totally']"
87,worst app don't use .we use this app regularly but we check some payment they hold and after complained they did not resolve complained and they don't take any responsibility,"['worst', 'app', 'don', 't', 'use', 'we', 'use', 'this', 'app', 'regularly', 'but', 'we', 'check', 'some', 'payment', 'they', 'hold', 'and', 'after', 'complained', 'they', 'did', 'not', 'resolve', 'complained', 'and', 'they', 'don', 't', 'take', 'any', 'responsibility']","['regularly', 'check', 'payment', 'hold', 'complained', 'resolve', 'complained', 'responsibility']","['regular', 'check', 'payment', 'hold', 'complain', 'resolv', 'complain', 'respons']","['regularly', 'check', 'payment', 'hold', 'complain', 'resolve', 'complain', 'responsibility']","[0.0, 0.0, 0.0, 0.0, -2.0, 2.0, -2.0, 1.0]",[-1.0],negative,[],0,"['complain', 'complain']",2,-2,negative,"['regularly', 'check', 'payment', 'hold', 'resolve', 'responsibility']"
88,i apply for long time but no approval till now and always shows it takes 24 to 48 hours,"['i', 'apply', 'for', 'long', 'time', 'but', 'no', 'approval', 'till', 'now', 'and', 'always', 'shows', 'it', 'takes', '24', 'to', '48', 'hours']","['apply', 'approval', 'takes', '24', '48', 'hours']","['appli', 'approv', 'take', '24', '48', 'hour']","['apply', 'approval', 'take', '24', '48', 'hours']","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0]",[2.0],positive,['approval'],1,[],0,1,positive,"['apply', 'take', '24', '48', 'hours']"
89,bakvas ha bharat pe app not com mony tim to tim 24hors after kam money,"['bakvas', 'ha', 'bharat', 'pe', 'app', 'not', 'com', 'mony', 'tim', 'to', 'tim', '24hors', 'after', 'kam', 'money']","['bakvas', 'mony', 'tim', 'tim', '24hors', 'kam']","['bakva', 'moni', 'tim', 'tim', '24hor', 'kam']","['bakvas', 'mony', 'tim', 'tim', '24hors', 'kam']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['bakvas', 'mony', 'tim', 'tim', '24hors', 'kam']"
90,i am a fse of bharat pe. and trust me it's a fraud company,"['i', 'am', 'a', 'fse', 'of', 'bharat', 'pe', 'and', 'trust', 'me', 'it', 's', 'a', 'fraud', 'company']","['fse', 'trust']","['fse', 'trust']","['fse', 'trust']","[0.0, 1.0]",[1.0],positive,['trust'],1,[],0,1,positive,['fse']
91,very bad aap. in this aap so much fraud and service is very bad,"['very', 'bad', 'aap', 'in', 'this', 'aap', 'so', 'much', 'fraud', 'and', 'service', 'is', 'very', 'bad']",['service'],['servic'],['service'],[0.0],[0.0],neutral,[],0,[],0,0,neutral,['service']
92,"very high interest 1000 rs on 1500 for one month,. haaa","['very', 'high', 'interest', '1000', 'rs', 'on', '1500', 'for', 'one', 'month', 'haaa']","['interest', 'rs', 'month', 'haaa']","['interest', 'rs', 'month', 'haaa']","['interest', 'rs', 'month', 'haaa']","[1.0, 0.0, 0.0, 0.0]",[1.0],positive,[],0,[],0,0,neutral,"['interest', 'rs', 'month', 'haaa']"
93,"a team of highly unprofessional people its been 4 months since i made the payment of my last emi still there has been no update,no noc and they are constantly marking me as a defaulter in cibil for pending emi's there was a lady who used to harass me before for my payment even when i was hospitalised. she has no responsibility of even replying to my messages now.this is the last time i am escalating this on social platform post this i will be forced to file a legal case against mental harassment","['a', 'team', 'of', 'highly', 'unprofessional', 'people', 'its', 'been', '4', 'months', 'since', 'i', 'made', 'the', 'payment', 'of', 'my', 'last', 'emi', 'still', 'there', 'has', 'been', 'no', 'update', 'no', 'noc', 'and', 'they', 'are', 'constantly', 'marking', 'me', 'as', 'a', 'defaulter', 'in', 'cibil', 'for', 'pending', 'emi', 's', 'there', 'was', 'a', 'lady', 'who', 'used', 'to', 'harass', 'me', 'before', 'for', 'my', 'payment', 'even', 'when', 'i', 'was', 'hospitalised', 'she', 'has', 'no', 'responsibility', 'of', 'even', 'replying', 'to', 'my', 'messages', 'now', 'this', 'is', 'the', 'last', 'time', 'i', 'am', 'escalating', 'this', 'on', 'social', 'platform', 'post', 'this', 'i', 'will', 'be', 'forced', 'to', 'file', 'a', 'legal', 'case', 'against', 'mental', 'harassment']","['team', 'unprofessional', 'people', 'months', 'payment', 'emi', 'update', 'noc', 'constantly', 'marking', 'defaulter', 'cibil', 'pending', 'emi', 'lady', 'harass', 'payment', 'hospitalised', 'responsibility', 'replying', 'messages', 'escalating', 'social', 'platform', 'post', 'forced', 'file', 'legal', 'mental', 'harassment']","['team', 'unprofession', 'peopl', 'month', 'payment', 'emi', 'updat', 'noc', 'constant', 'mark', 'default', 'cibil', 'pend', 'emi', 'ladi', 'harass', 'payment', 'hospitalis', 'respons', 'repli', 'messag', 'escal', 'social', 'platform', 'post', 'forc', 'file', 'legal', 'mental', 'harass']","['team', 'unprofessional', 'people', 'months', 'payment', 'emi', 'update', 'noc', 'constantly', 'mark', 'defaulter', 'cibil', 'pending', 'emi', 'lady', 'harass', 'payment', 'hospitalise', 'responsibility', 'reply', 'message', 'escalate', 'social', 'platform', 'post', 'force', 'file', 'legal', 'mental', 'harassment']","[0.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, -3.0]",[-6.0],negative,[],0,"['harass', 'harassment']",2,-2,negative,"['team', 'unprofessional', 'people', 'months', 'payment', 'emi', 'update', 'noc', 'constantly', 'mark', 'defaulter', 'cibil', 'pending', 'emi', 'lady', 'payment', 'hospitalise', 'responsibility', 'reply', 'message', 'escalate', 'social', 'platform', 'post', 'force', 'file', 'legal', 'mental']"
